index,area,municipality,residents,unemployment,immigrants,convicted,education,income,criterias,unemploymentCriteria,immigrantsCriteria,convictedCriteria,educationCriteria,incomeCriteria,ghetto,year,missingData
128,Stærmosegårdsparken/Rødegårdsparken,Odense,842,42.8408195429472,41.8052256532066,3.4251675353686,49.4444444444444,61.5187535938109,2,1,0,1,0,0,0,2016,0
129,Vollsmose,Odense,9238,51.2000000000000,68.0000000000000,3.1700000000000,57.8000000000000,57.1000000000000,4,1,1,1,1,0,1,2016,0
132,Dianavænget/Heliosvænget,Odense,904,48.2818532818533,45.9070796460177,0.5843071786311,47.5000000000000,66.9342636157876,1,1,0,0,0,0,0,2016,0
133,Jægermarken mv,Svendborg,886,51.6131996658312,39.1647855530474,3.4051424600417,57.9831932773109,61.7136779101143,3,1,0,1,1,0,0,2016,0
134,Byparken/Skovparken,Svendborg,1415,53.7000000000000,45.2000000000000,2.9100000000000,60.2000000000000,58.6000000000000,3,1,0,1,1,0,1,2016,0
135,Varbergparken,Haderslev,473,59.9432773109244,78.0126849894292,2.3593466424682,52.5139664804469,59.6734255591896,3,1,1,0,1,0,0,2016,0
136,Kløvermarken/Hvedemarken mv,Sønderborg,918,41.1388196176226,34.9673202614379,2.0297699594046,45.7446808510638,64.8519104240384,1,1,0,0,0,0,0,2016,0
137,Nørager/Søstjernevej m.fl,Sønderborg,1308,48.0000000000000,61.7000000000000,2.0100000000000,53.0000000000000,60.4000000000000,3,1,1,0,1,0,1,2016,0
138,Parkvænget mv,Esbjerg,1075,28.2642188624910,3.7418147801684,1.3228809407153,39.7660818713450,75.3893851510365,0,0,0,0,0,0,0,2016,0
139,Spangsbjergparken,Esbjerg,1156,26.9753347427766,12.5432525951557,1.4754098360656,39.4871794871795,76.5638021725625,0,0,0,0,0,0,0,2016,0
140,Præstebakken/Syrenparken,Esbjerg,1566,42.8000000000000,43,2.1700000000000,63.5000000000000,62.5000000000000,2,1,0,0,1,0,0,2016,0
141,Stengårdsvej,Esbjerg,1811,47.7000000000000,65.4000000000000,2.7200000000000,61.5000000000000,59.8000000000000,4,1,1,1,1,0,1,2016,0
142,Hedelundgårdparken,Esbjerg,2451,44.1000000000000,31.1000000000000,2.3400000000000,58.5000000000000,64.8000000000000,2,1,0,0,1,0,0,2016,0
143,Ådalshaven/Åhaven,Esbjerg,1302,33.3684510250569,6.6052227342550,1.3078000934143,43.5606060606061,75.4831861051770,0,0,0,0,0,0,0,2016,0
144,Høje Kolstrup,Aabenraa,1385,48.0000000000000,36.9000000000000,1.5100000000000,54.5000000000000,66.1000000000000,2,1,0,0,1,0,0,2016,0
145,Korskærparken,Fredericia,1679,42.8000000000000,52.4000000000000,1.8000000000000,55.7000000000000,65.6000000000000,3,1,1,0,1,0,1,2016,0
146,Søndermarksvej mv,Fredericia,1351,42.5000000000000,25.8000000000000,1.7600000000000,57.8000000000000,67.8000000000000,2,1,0,0,1,0,0,2016,0
147,Sønderbro,Horsens,1444,47.4000000000000,38.4000000000000,1.3200000000000,61.5000000000000,63.0000000000000,2,1,0,0,1,0,0,2016,0
148,Sundparken,Horsens,1446,55.0000000000000,68.7000000000000,1.6900000000000,63.8000000000000,58.2000000000000,3,1,1,0,1,0,1,2016,0
149,Munkebo,Kolding,1418,42.1000000000000,59.2000000000000,1.6700000000000,51.3000000000000,66.9000000000000,3,1,1,0,1,0,1,2016,0
150,Skovvejen/Skovparken,Kolding,2540,41.8000000000000,62.6000000000000,2.4200000000000,57.0000000000000,61.2000000000000,3,1,1,0,1,0,1,2016,0
151,Finlandsparken,Vejle,1635,43.9000000000000,71.1000000000000,1.9800000000000,56.1000000000000,64.1000000000000,3,1,1,0,1,0,1,2016,0
152,Løget By,Vejle,1612,46.8000000000000,40.5000000000000,1.9700000000000,58.5000000000000,63.0000000000000,2,1,0,0,1,0,0,2016,0
153,Østbyparken,Vejle,1550,31.4509516837482,15.6129032258065,0.4290311047551,41.1960132890365,76.6230668446282,0,0,0,0,0,0,0,2016,0
154,Møllevangen mv,Vejle,1279,35.5139125496877,25.2541047693511,1.6236867239733,54.6086956521739,71.6947170238177,1,0,0,0,1,0,0,2016,0
155,Vestbyen,Vejle,1779,37.6034621578100,29.6795952782462,1.5745501285347,49.0476190476190,67.0207227010204,0,0,0,0,0,0,0,2016,0
156,Gullestrup,Herning,911,54.1094756209752,29.1986827661910,4.3902439024390,53.7356321839080,63.3871620844294,3,1,0,1,1,0,0,2016,0
157,Sønderager/Brændegårdsparken,Herning,1338,44.3842239185751,38.4902840059791,1.3557483731020,49.3177387914230,70.9875656067157,1,1,0,0,0,0,0,2016,0
158,Porshøj/Fruehøj/Fredhøj,Herning,1885,34.1289343951460,29.6551724137931,1.1348897535668,47.3372781065089,68.8606755063737,0,0,0,0,0,0,0,2016,0
159,Holtbjerg,Herning,1669,42.2000000000000,41.3000000000000,1.3600000000000,53.0000000000000,68.1000000000000,2,1,0,0,1,0,0,2016,0
160,Trekanten,Holstebro,3109,41.8000000000000,38.9000000000000,1.6700000000000,53.0000000000000,66.5000000000000,2,1,0,0,1,0,0,2016,0
161,Hermann Stilings Vej m.fl,Randers,1006,47.4000000000000,12.1000000000000,1.9200000000000,51.8000000000000,61.6000000000000,2,1,0,0,1,0,0,2016,0
162,Glarbjergvej-området,Randers,1489,50.5000000000000,31.0000000000000,1.3100000000000,54.1000000000000,63.5000000000000,2,1,0,0,1,0,0,2016,0
163,Gammel Jennumparken,Randers,1357,51.1000000000000,43.0000000000000,2.0300000000000,57.3000000000000,62.5000000000000,2,1,0,0,1,0,0,2016,0
164,Arendalsvej,Silkeborg,1131,42.9468728984533,21.7081850533808,0.9296920395119,47.3684210526316,69.0361752281447,1,1,0,0,0,0,0,2016,0
165,Resedavej/Nørrevang II,Silkeborg,1778,42.0000000000000,45.7000000000000,1.4300000000000,56.9000000000000,64.1000000000000,2,1,0,0,1,0,0,2016,0
166,Højvangen,Skanderborg,1112,41.4000000000000,31.4000000000000,2.0900000000000,51.2000000000000,66.6000000000000,2,1,0,0,1,0,0,2016,0
167,Håndværkerparken,Aarhus,1205,38.5938606847698,4.5871559633028,0.7021063189569,31.5018315018315,77.3617222803954,0,0,0,0,0,0,0,2016,0
168,Skådeparken/Nøddeskrænten m.fl,Aarhus,1193,33.9627879503839,9.4719195305951,1.6991504247876,30.2966101694915,76.9230031074509,0,0,0,0,0,0,0,2016,0
169,Langenæs/Kirkedammen,Aarhus,1435,35.2849858356941,20.6968641114983,1.2479201331115,33.5877862595420,73.7490245045542,0,0,0,0,0,0,0,2016,0
170,Præstevangen,Aarhus,1196,35.5567602040816,25.5852842809365,1.9179541822057,38.1578947368421,69.6457890952232,0,0,0,0,0,0,0,2016,0
171,Rosenhøj mv,Aarhus,1799,33.1074458058435,50.0277932184547,1.1282437006393,41.6666666666667,68.7498486646305,1,0,1,0,0,0,0,2016,0
172,Møllevangsområdet,Aarhus,1935,30.5028809218950,18.6563307493540,1.3124108416548,31.9628647214854,72.0833753649296,0,0,0,0,0,0,0,2016,0
173,Fuglesangs Alle/Charlottehøj,Aarhus,1325,34.6175040518639,25.1320754716981,1.5138023152271,36.6412213740458,72.8689949961673,0,0,0,0,0,0,0,2016,0
174,Frydenlund,Aarhus,2407,34.5864135864136,44.9937681761529,0.4947773501924,40.6643757159221,69.4185604387943,0,0,0,0,0,0,0,2016,0
175,Bispehaven,Aarhus,2264,44.3000000000000,66.4000000000000,2.5800000000000,51.4000000000000,59.6000000000000,3,1,1,0,1,0,1,2016,0
176,Århus Vest,Aarhus,3875,32.6459603658537,49.6000000000000,1.1415525114155,44.3368107302533,66.0973443697693,0,0,0,0,0,0,0,2016,0
177,Vorrevangen,Aarhus,2058,33.2427149964463,25.4625121713729,1.9845971563981,37.6184032476319,70.0603354088374,0,0,0,0,0,0,0,2016,0
178,Vejlby Vest,Aarhus,1165,38.2735156771181,31.2446351931330,1.5020219526285,33.2608695652174,75.4583802239562,0,0,0,0,0,0,0,2016,0
179,Vejlby Vænge & Vejlby Toften m.fl,Aarhus,1207,28.7869593285991,10.9634551495017,1.2870733072188,26.1052631578947,84.4578449224827,0,0,0,0,0,0,0,2016,0
180,Tousparken/Henrik Hertz Vej/Anker Jensens Vej,Aarhus,1131,32.4481409001957,26.0831122900088,1.3178703215604,34.1860465116279,72.7745283385852,0,0,0,0,0,0,0,2016,0
181,Skovgårdsparken,Aarhus,1455,41.8000000000000,68.3000000000000,1.7900000000000,50.8000000000000,61.7000000000000,3,1,1,0,1,0,1,2016,0
182,Gellerupparken/Toveshøj,Aarhus,6097,52.0000000000000,80.8000000000000,3.9500000000000,59.2000000000000,55.7000000000000,4,1,1,1,1,0,1,2016,0
184,Langkærparken,Aarhus,1651,41.3000000000000,52.9000000000000,1.5600000000000,48.0000000000000,68.4000000000000,2,1,1,0,0,0,0,2016,0
185,Trigeparken,Aarhus,1069,41.3000000000000,33.4000000000000,1.6000000000000,53.1000000000000,64.8000000000000,2,1,0,0,1,0,0,2016,0
186,Havrevej,Thisted,1147,44.9000000000000,31.7000000000000,1.9700000000000,61.0000000000000,65.8000000000000,2,1,0,0,1,0,0,2016,0
187,Ellekonebakken,Viborg,1060,52.2000000000000,45.7000000000000,2.3900000000000,60.6000000000000,61.3000000000000,2,1,0,0,1,0,0,2016,0
188,Houlkærvænget,Viborg,976,52.7664473684211,38.2172131147541,1.7291066282421,56.8421052631579,62.6062551816317,2,1,0,0,1,0,0,2016,0
189,Mølleparken,Frederikshavn,960,41.8880407124682,15.7291666666667,1.4117647058824,43.6578171091445,73.0699520681584,1,1,0,0,0,0,0,2016,0
190,Sjællandsgade-kvarteret,Aalborg,3150,30.1840576342087,19.1036236490782,1.3145882782545,34.7053320860617,75.2533301718894,0,0,0,0,0,0,0,2016,0
191,Kastetvej,Aalborg,1298,33.8336242001163,5.1083591331269,1.4767932489452,36.7676767676768,77.3306048527748,0,0,0,0,0,0,0,2016,0
192,Grønlands-kvarteret,Aalborg,2171,37.7351851851852,25.3112033195021,1.9550627370878,42.1391752577320,70.9479418136423,0,0,0,0,0,0,0,2016,0
193,Beatesminde-området,Aalborg,1444,41.2165137614679,22.1606648199446,1.3967699694457,43.4065934065934,72.3244082127518,1,1,0,0,0,0,0,2016,0
194,"Blå-, Fyr-, Ravn- og Hvidkildevej i alt",Aalborg,1943,39.2000000000000,33.7000000000000,3.1700000000000,53.8000000000000,67.2000000000000,2,0,0,1,1,0,0,2016,0
195,Skallerupvej/Saltumvej,Aalborg,846,42.8704453441296,33.6879432624113,2.0815264527320,58.8235294117647,66.9650543782536,2,1,0,0,1,0,0,2016,0
196,Løvvangen,Aalborg,1817,44.0000000000000,44,2.5700000000000,52.2000000000000,65.3000000000000,2,1,0,0,1,0,0,2016,0
197,Skelagergårdene/Hasserisvænget,Aalborg,970,34.2961210974456,22.4742268041237,1.0803511141121,40.0641025641026,77.5436259478467,0,0,0,0,0,0,0,2016,0
198,Sebbersundvej mv,Aalborg,1200,42.2000000000000,22,2.2500000000000,57.3000000000000,65.6000000000000,2,1,0,0,1,0,0,2016,0
199,Salllingsundvej m.fl,Aalborg,1983,34.4011119936457,7.4242424242424,1.9128586609989,43.3985330073350,76.2874392200753,0,0,0,0,0,0,0,2016,0
200,"Vestbyen, Hjørring i alt",Hjørring,1028,46.2085106382979,31.8403115871470,0.2442002442002,54.6075085324232,69.9457362656020,2,1,0,0,1,0,0,2016,0
1,Christiansmindevej-området,København,1143,26.7275703994761,16.0104986876640,2.4312896405920,28.5140562248996,69.4332528876278,0,0,0,0,0,0,0,2017,0
2,Lundevænget/Ryparken II,København,1115,34.7657828282828,49.6860986547085,1.7524644030668,45.5210237659963,57.4699660340904,0,0,0,0,0,0,0,2017,0
3,Emdrup,København,1757,27.8814745683621,20.2618099032442,2.5307797537620,36.3772455089820,69.7023419234948,0,0,0,0,0,0,0,2017,0
4,Jagtvej,København,1121,35.6288598574822,28.1891168599465,2.3908523908524,36.5313653136531,59.3379405347654,0,0,0,0,0,0,0,2017,0
5,Blågården,København,2457,32.4306418219462,58.0789580789581,2.0833333333333,39.7011739594450,61.4693722420306,1,0,1,0,0,0,0,2017,0
6,Ågården,København,896,27.3684647302905,53.3482142857143,2.0161290322581,31.8801089918256,61.5674348844934,1,0,1,0,0,0,0,2017,0
7,Lundtoftegade,København,1504,35.5226003047232,54.1223404255319,2.2077922077922,45.0511945392491,55.1804275897975,1,0,1,0,0,0,0,2017,0
8,Aldersrogade,København,2259,35.5000000000000,72.0000000000000,1.6000000000000,42.3000000000000,52.3000000000000,2,0,1,0,0,1,0,2017,0
9,Mjølnerparken,København,1752,43.5000000000000,82.1000000000000,2.5200000000000,53.0000000000000,51.0000000000000,4,1,1,0,1,1,1,2017,0
10,Frederiksholm,København,4438,33.8923340604550,26.9490761604326,2.8108108108108,44.1494591937070,58.7750573554085,1,0,0,1,0,0,0,2017,0
11,Handelsvej-kvarteret,København,853,31.4794144556267,51.4654161781946,0.9345794392523,46.2603878116344,59.9490637177908,1,0,1,0,0,0,0,2017,0
12,Folehaven,København,2003,31.1306382978723,43.8342486270594,2.4796195652174,46.6579292267366,60.8526559160546,0,0,0,0,0,0,0,2017,0
13,Sjælør Boulevard,København,1279,29.4389195825660,55.5121188428460,2.2279792746114,49.7863247863248,56.4520693661742,1,0,1,0,0,0,0,2017,0
14,Akacieparken,København,1083,30.6719101123596,56.8790397045245,1.4285714285714,43.3628318584071,61.9163291935647,1,0,1,0,0,0,0,2017,0
15,Bellahøj,København,2843,32.7650741350906,47.5202251143159,1.9673704414587,42.2057264050901,63.0474797726189,0,0,0,0,0,0,0,2017,0
16,Gadelandet/Husumgård,København,1048,31.9000000000000,69.8000000000000,1.8200000000000,56.2000000000000,54.4000000000000,3,0,1,0,1,1,1,2017,0
17,Tingbjerg/Utterslevhuse,København,6527,28.1000000000000,72.7000000000000,2.0600000000000,59.4000000000000,51.5000000000000,3,0,1,0,1,1,1,2017,0
18,Glumsøparken mv,København,2276,35.1448371448371,24.0000000000000,2.4065540194573,43.9344262295082,59.5905606110631,0,0,0,0,0,0,0,2017,0
19,Bispeparken,København,1701,30.3000000000000,60.4000000000000,2.3600000000000,51.1000000000000,53.1000000000000,3,0,1,0,1,1,1,2017,0
20,Bispevænget mv,København,2861,37.4135567402894,38.0636141209367,2.2562792677735,43.3744855967078,56.1314411579338,0,0,0,0,0,0,0,2017,0
21,Stærevej mv,København,1090,32.2000000000000,35.1000000000000,3.1000000000000,46.2000000000000,54.3000000000000,2,0,0,1,0,1,0,2017,0
22,Degnegården mv,København,1109,30.7000000000000,54.3000000000000,2.5000000000000,47.3000000000000,54.8000000000000,2,0,1,0,0,1,0,2017,0
23,Kantorparken,København,1059,36.4432757325319,27.7620396600567,3.4229828850856,38.7931034482759,61.6193211514800,1,0,0,1,0,0,0,2017,0
24,Hørgården,København,1582,33.0176991150442,51.5170670037927,2.2897585345545,45.6386292834891,58.9318739475304,1,0,1,0,0,0,0,2017,0
25,Gullandsgården mv,København,1192,31.2100893997446,47.4832214765101,2.5597269624573,40.4255319148936,61.9701244610816,0,0,0,0,0,0,0,2017,0
26,Abildgården mv,København,1468,35.7875368007851,26.1580381471390,3.0056864337937,40.6050955414013,59.3851114900237,1,0,0,1,0,0,0,2017,0
27,Remisevænget,København,3423,33.4405727923628,42.0099328074788,2.6147479307750,47.1019809244314,60.0421109663514,0,0,0,0,0,0,0,2017,0
28,Stjernen,Frederiksberg,1424,38.2794376098418,50.6320224719101,1.7097966728281,43.3272394881170,61.5386908534396,1,0,1,0,0,0,0,2017,0
29,Vængerne,Ballerup,1924,29.7441200324412,18.3471933471933,1.6881522406384,43.4620174346202,66.5469671965681,0,0,0,0,0,0,0,2017,0
30,Skovlunde Midt,Ballerup,4988,22.7323741007194,16.0080240722166,1.0827718960539,33.2944606413994,71.9105433576177,0,0,0,0,0,0,0,2017,0
31,Baltorpvej,Ballerup,2538,26.8270308123249,21.9858156028369,1.4656415185007,38.8951521984216,67.5410891873703,0,0,0,0,0,0,0,2017,0
32,Hedeparken,Ballerup,3958,25.5655312429506,24.8357756442648,1.2095507382972,37.6821651630812,69.5019418762073,0,0,0,0,0,0,0,2017,0
33,Grantoften,Ballerup,3053,26.4509803921569,17.0979364559450,1.1286681715576,36.7379255740301,70.4046582369596,0,0,0,0,0,0,0,2017,0
34,Lundegaarden I & II,Ballerup,1744,15.2652533609100,6.3646788990826,0.4965622612681,23.0769230769231,87.6728546885227,0,0,0,0,0,0,0,2017,0
35,Brøndbyøster Torv,Brøndby,3337,21.2373894334210,12.6460893017681,1.7467248908297,36.8214004720692,70.5575285798233,0,0,0,0,0,0,0,2017,0
36,Kærene - Brøndby,Brøndby,2081,23.3418124006359,24.0269101393561,1.7339397384878,43.1818181818182,66.8349963297269,0,0,0,0,0,0,0,2017,0
37,Maglelund/Daruplund,Brøndby,1372,27.6145958986731,24.8542274052478,1.4545454545455,42.9347826086957,67.3223046355449,0,0,0,0,0,0,0,2017,0
38,Brøndby Nord,Brøndby,2683,25.9782007982806,36.9362653745807,2.2345026429601,44.7265625000000,62.1967588368446,0,0,0,0,0,0,0,2017,0
39,Brøndby Strand,Brøndby,7627,29.5000000000000,59.1000000000000,1.9000000000000,52.6000000000000,59.8000000000000,2,0,1,0,1,0,0,2017,0
40,Pileparken,Gladsaxe,1439,28.8920946335834,25.9207783182766,0.7880910683012,38.1578947368421,64.8124291601532,0,0,0,0,0,0,0,2017,0
41,Marielyst,Gladsaxe,1048,20.8924050632911,7.7290076335878,1.3922518159806,23.2018561484919,79.3254088707065,0,0,0,0,0,0,0,2017,0
42,Torveparken/Torvegård,Gladsaxe,1221,19.5209665955935,12.2031122031122,0.6147540983607,29.4505494505495,78.6241499237653,0,0,0,0,0,0,0,2017,0
43,Kildeparken/Kildevænget,Gladsaxe,1438,20.3830465264500,11.8915159944367,1.1844331641286,27.0428015564202,74.5891955950298,0,0,0,0,0,0,0,2017,0
44,Høje Gladsaxe,Gladsaxe,4176,24.8343841950399,47.5814176245211,1.2418503570320,40.7289002557545,64.4816972623590,0,0,0,0,0,0,0,2017,0
45,Værebroparken,Gladsaxe,3025,25.7000000000000,50.4000000000000,1.7000000000000,51.9000000000000,59.9000000000000,2,0,1,0,1,0,0,2017,0
46,Glostrup Vestergård,Glostrup,1604,28.9114411441144,34.7256857855362,1.8754988028731,48.2225656877898,64.0837107967640,0,0,0,0,0,0,0,2017,0
47,Stadionkvarteret,Glostrup,1524,23.5327650506127,16.6010498687664,1.8001469507715,41.2371134020619,65.9692712021385,0,0,0,0,0,0,0,2017,0
48,Syd for Herlev Hovedgade,Herlev,2009,22.6594454072790,25.7839721254355,1.3174404015057,35.9223300970874,70.0205073229960,0,0,0,0,0,0,0,2017,0
49,Omkring Højbjergvej,Herlev,2265,19.5946528676154,13.8189845474614,1.3130252100840,29.7900262467192,78.6922766189612,0,0,0,0,0,0,0,2017,0
50,Hjortespring,Herlev,4378,22.7164513350560,27.5011420740064,1.6442451420030,38.7559808612440,69.7699757799484,0,0,0,0,0,0,0,2017,0
51,Solhusene/Banehegnet/Blokland,Albertslund,1108,32.4185639229422,30.7136404697380,1.3015184381779,47.6190476190476,62.0701678513633,0,0,0,0,0,0,0,2017,0
52,Albertslund Syd,Albertslund,4270,26.1166063530358,29.7423887587822,1.4383989993746,40.1412595644497,70.3632732028407,0,0,0,0,0,0,0,2017,0
53,Albertslund Vest,Albertslund,822,18.1543942992874,6.2195121951220,-,28.3276450511945,78.0196358043414,-,0,0,1,0,0,0,2017,1
54,Hedemarken,Albertslund,1731,36.5000000000000,51.1000000000000,1.9000000000000,58.3000000000000,58.9000000000000,2,0,1,0,1,0,0,2017,0
55,Albertslund Nord,Albertslund,1500,25.6206140350877,53.8666666666667,1.6342756183746,46.6086956521739,60.4095473900428,1,0,1,0,0,0,0,2017,0
56,Galgebakken,Albertslund,1498,19.5555555555556,6.7423230974633,1.7372881355932,22.4489795918367,77.6976622089339,0,0,0,0,0,0,0,2017,0
57,Sønderkærgården,Hvidovre,1925,25.8554371002132,12.5194805194805,1.4949109414758,35.9941944847605,68.4292842552184,0,0,0,0,0,0,0,2017,0
58,Bredalsparken,Hvidovre,2351,23.7558096643305,8.0391322841344,1.5544041450777,33.4149326805386,74.6564831894636,0,0,0,0,0,0,0,2017,0
59,Friheden,Hvidovre,1990,29.6170845728857,17.2361809045226,1.8427518427518,39.7222222222222,64.8753981955286,0,0,0,0,0,0,0,2017,0
60,Rosenhøj,Hvidovre,1007,24.7116883116883,21.0526315789474,1.4066496163683,43.5096153846154,70.4897973555155,0,0,0,0,0,0,0,2017,0
61,Egevolden/Frydenhøjparken,Hvidovre,1451,22.6597510373444,29.5658166781530,0.9199632014719,39.8625429553265,70.1482289268303,0,0,0,0,0,0,0,2017,0
62,Avedøre Stationsby,Hvidovre,5426,23.4641114982578,35.0534463693328,1.5774027879677,40.2730375426621,69.7734282009918,0,0,0,0,0,0,0,2017,0
63,Parkvej,Høje-Taastrup,1061,30.5745019920319,36.3807728557964,1.7305315203956,53.3169533169533,62.1805776120721,1,0,0,0,1,0,0,2017,0
64,Blåkildegård,Høje-Taastrup,1063,31.4661716171617,31.5145813734713,1.2890094979647,43.5835351089588,65.4766591399402,0,0,0,0,0,0,0,2017,0
65,Tåstrupgård,Høje-Taastrup,2698,30.3000000000000,66.6000000000000,2.0700000000000,69.8000000000000,51.2000000000000,3,0,1,0,1,1,1,2017,0
66,Charlotteager,Høje-Taastrup,1747,37.4000000000000,53.7000000000000,2.4600000000000,58.3000000000000,55.9000000000000,2,0,1,0,1,0,0,2017,0
67,Gadehavegård,Høje-Taastrup,2133,41.4000000000000,56.4000000000000,2.2700000000000,60.5000000000000,54.9000000000000,4,1,1,0,1,1,1,2017,0
68,Torstorp,Høje-Taastrup,2165,28.1921200750469,20.7852193995381,1.3116801998751,40.9909909909910,68.3254174920403,0,0,0,0,0,0,0,2017,0
69,Carlshøj,Lyngby-Taarbæk,710,18.9425133689840,18.8732394366197,-,34.3096234309623,73.0914436653962,-,0,0,1,0,0,0,2017,1
70,Sorgenfrivang,Lyngby-Taarbæk,1033,18.6493955094991,15.1162790697674,0.5250875145858,23.4957020057307,73.1691487509557,0,0,0,0,0,0,0,2017,0
71,Fortunen,Lyngby-Taarbæk,2809,21.4214902462424,22.7839088643645,1.0445049954587,28.5305343511450,75.7670565489128,0,0,0,0,0,0,0,2017,0
72,Lundtofteparken,Lyngby-Taarbæk,1301,24.0161394448031,37.2021521906226,1.2873326467559,36.3813229571984,66.2304080578847,0,0,0,0,0,0,0,2017,0
73,Bybjerget/Valhøjgården mv,Rødovre,3044,25.4468766684463,26.4870193887611,1.5195670274771,39.5961369622476,65.8309121800949,0,0,0,0,0,0,0,2017,0
74,Islevtoften/Islevvænget mv,Rødovre,1885,18.8334111059263,13.3828996282528,1.0518934081346,31.5013404825737,74.8150754825249,0,0,0,0,0,0,0,2017,0
75,Carlsro,Rødovre,1566,28.6023294509151,12.6436781609195,1.1145272867025,36.8896925858951,69.3026611861392,0,0,0,0,0,0,0,2017,0
76,Kærene - Rødovre,Rødovre,2160,27.1413942497046,32.0833333333333,1.5212399540758,39.0875462392109,65.2139510708755,0,0,0,0,0,0,0,2017,0
77,Vildtbanegård I & II,Ishøj,3164,26.7208774583964,34.2604298356511,1.7271157167530,46.0740740740741,65.8747090516303,0,0,0,0,0,0,0,2017,0
78,Vejleåparken,Ishøj,5018,29.2000000000000,56.7000000000000,2.0000000000000,57.3000000000000,58.5000000000000,2,0,1,0,1,0,0,2017,0
79,Gadekæret,Ishøj,1379,19.4119697850087,10.3698332124728,1.2112403100775,34.6733668341709,75.9477474098278,0,0,0,0,0,0,0,2017,0
80,Postparken/Televang,Ishøj,1018,18.8880534670008,12.6719056974460,0.9815950920245,34.0259740259740,72.0676371450181,0,0,0,0,0,0,0,2017,0
81,Alleen/Kastruplundgade-området,Tårnby,2256,22.9941262848752,12.4389160373167,1.2221041445271,36.5825688073394,69.3799504032334,0,0,0,0,0,0,0,2017,0
82,Tårnbyparken I-II,Tårnby,1407,17.3978300180832,12.4378109452736,1.0517090271692,32.9292929292929,74.2058149285548,0,0,0,0,0,0,0,2017,0
83,Skottegården,Tårnby,1363,25.3281637717122,13.7931034482759,1.5789473684211,35.9223300970874,70.8589369172796,0,0,0,0,0,0,0,2017,0
84,Allegården,Tårnby,2016,23.8082797427653,14.6825396825397,1.5403573629082,38.2278481012658,72.3981093974503,0,0,0,0,0,0,0,2017,0
85,Farum Midtpunkt,Furesø,3918,20.8840749414520,27.0290964777948,1.3746273600530,46.8354430379747,68.7868059980444,0,0,0,0,0,0,0,2017,0
86,Uglevang/Ørnevang,Allerød,1194,25.5917293233083,31.4070351758794,0.5226480836237,34.6067415730337,69.8591348730142,0,0,0,0,0,0,0,2017,0
87,Egedalsvænge mv,Fredensborg,2735,27.2904093217807,40.0365630712980,0.9547738693467,46.1395348837209,65.4898656783591,0,0,0,0,0,0,0,2017,0
88,Niverød,Fredensborg,1221,26.3754646840149,16.4619164619165,0.9330406147091,33.1887201735358,74.4569156817095,0,0,0,0,0,0,0,2017,0
89,Nivåhøj,Fredensborg,1572,38.5000000000000,50.4000000000000,1.5000000000000,59.2000000000000,57.5000000000000,2,0,1,0,1,0,0,2017,0
90,Kingosvej/Bllichersvej mv,Helsingør,2095,29.9965487489215,21.4899713467049,0.3035822707954,40.6914893617021,67.0780051323944,0,0,0,0,0,0,0,2017,0
91,Helsingør Syd,Helsingør,5838,35.8875780707842,35.4916067146283,2.2995015858632,50.8218569524656,59.8674761003294,1,0,0,0,1,0,0,2017,0
92,Kongevænget,Helsingør,1687,32.9737470167064,37.7593360995851,1.4551333872272,45.1169188445667,63.7889593368994,0,0,0,0,0,0,0,2017,0
93,Ådalsparken,Hørsholm,1580,26.2256027554535,21.2658227848101,0.5204163330665,31.1643835616438,72.5343733039820,0,0,0,0,0,0,0,2017,0
94,Skoleparken mv,Rudersdal,1055,21.1125574272588,14.7867298578199,1.0922330097087,30.0225733634311,73.7804972939418,0,0,0,0,0,0,0,2017,0
95,Nærumvænge/Nærumhuse,Rudersdal,1026,9.6904549509367,8.8954056695992,0.3333333333333,22.3300970873786,86.4232813087856,0,0,0,0,0,0,0,2017,0
96,Gersagerparken,Greve,2087,31.9097845601436,33.7805462386200,1.6687268232386,45.0842696629214,74.3948515206047,0,0,0,0,0,0,0,2017,0
97,Askerød,Greve,1540,29.8000000000000,49.7000000000000,2.2200000000000,51.4000000000000,79.0000000000000,1,0,0,0,1,0,0,2017,0
98,Tjur- og Tejstgården,Greve,1026,17.4418783679754,6.8226120857700,1.7857142857143,32.6968973747017,87.0806053156950,0,0,0,0,0,0,0,2017,0
99,Bøgehegnet/Greveflex mv,Greve,1782,26.8739070409572,13.0898876404494,0.5751533742331,31.3351498637602,84.6503401131271,0,0,0,0,0,0,0,2017,0
100,Ellemarken,Køge,2108,30.3621013133208,36.0056925996205,1.2202208018594,50.5350772889417,70.6827141985351,1,0,0,0,1,0,0,2017,0
101,Karlemoseparken,Køge,1511,39.4000000000000,52.2000000000000,1.3800000000000,53.9000000000000,65.8000000000000,2,0,1,0,1,0,0,2017,0
102,Hastrupparken/Hastrupvænget mv,Køge,1990,33.3225263157895,19.3856998992951,1.1452879581152,46.4673913043478,71.9373590451053,0,0,0,0,0,0,0,2017,0
103,Holmebækhuse/Nonnebanken/Præstebanken,Køge,955,27.7355694227769,7.9831932773109,1.0666666666667,45.8737864077670,75.4383977079052,0,0,0,0,0,0,0,2017,0
104,Maglehøj,Halsnæs,629,43.9095541401274,40.6995230524642,2.2869022869023,59.4713656387665,56.8016548382088,2,1,0,0,1,0,0,2017,0
